1037,902,0,56
1158,902,0,253
360,900,0,201
1123,896,0,77
73,895,0,239
1740,892,0,114
1001,892,0,111
1146,889,0,255
67,885,0,187
675,880,0,52
142,873,0,53
947,869,0,60
441,871,0,250
1384,868,0,233
1216,867,0,210
1253,865,0,58
235,865,0,200
322,863,0,99
924,860,0,80
628,856,0,217
645,852,0,72
1171,841,0,123
1327,837,0,98
777,840,0,230
477,836,0,90
1488,834,0,52
389,834,0,248
135,831,0,80
31,832,0,99
651,830,0,91
1530,824,0,57
1108,822,0,56
1896,821,0,113
862,818,0,79
293,807,0,64
346,805,0,68
1089,800,0,159
662,801,0,87
234,799,0,149
767,799,0,244
1131,797,0,66
374,793,0,149
1746,791,0,56
862,791,0,140
948,791,0,89
410,788,0,67
1891,788,0,230
1433,787,0,56
1102,787,0,54
1942,783,0,63
1489,783,0,78
77,780,0,110
418,777,0,80
750,771,0,75
355,771,0,188
1068,770,0,179
574,770,0,195
763,769,0,168
30,768,0,64
1853,766,0,158
1025,766,0,88
1670,767,0,243
113,765,0,106
1661,763,0,51
1219,766,0,231
697,760,0,62
298,759,0,184
1601,757,0,90
1436,757,0,68
1137,754,0,140
207,755,0,255
985,749,0,106
538,748,0,163
134,748,0,109
1464,745,0,166
1059,746,0,243
1542,744,0,206
1543,740,0,157
1770,740,0,193
1330,738,0,56
1110,736,0,197
1181,735,0,106
1905,734,0,59
1142,732,0,51
286,727,0,101
1119,725,0,59
1445,725,0,99
761,724,0,89
1778,723,0,85
1174,723,0,139
522,722,0,71
1037,719,0,183
1568,718,0,192
9,717,0,226
803,715,0,82
1210,714,0,77
901,712,0,194
1649,710,0,141
651,708,0,115
439,709,0,134
513,705,0,169
242,702,0,134
1223,703,0,246
681,694,0,53
1366,692,0,57
1110,685,0,100
1771,683,0,109
1170,681,0,94
260,680,0,113
1606,681,0,255
1865,677,0,105
126,674,0,203
1528,670,0,96
1044,678,1,255
1577,667,0,255
1426,663,0,124
825,657,0,84
235,656,0,128
119,656,0,97
694,653,0,205
354,653,0,242
1586,651,0,83
1306,651,0,154
358,651,0,75
673,649,0,70
1645,647,0,59
358,647,0,55
1684,646,0,62
828,645,0,113
1465,642,0,77
986,642,0,55
78,642,0,98
1275,639,0,77
780,639,0,148
708,639,0,90
740,637,0,81
151,637,0,52
160,636,0,232
425,635,0,197
368,634,0,171
724,632,0,228
1193,628,0,211
35,627,0,89
576,621,0,85
1366,620,0,102
680,620,0,196
892,618,0,82
1362,615,0,158
519,614,0,59
432,613,0,102
583,611,0,234
328,605,0,78
1573,601,0,128
494,599,0,97
214,598,0,68
598,595,0,235
1476,594,0,188
206,593,0,80
792,587,0,165
985,589,0,255
1461,580,0,255
73,578,0,57
50,579,0,108
862,572,0,175
441,572,0,104
134,573,0,248
1451,570,0,180
556,571,0,179
788,568,0,141
689,565,0,43
1395,564,0,54
1627,562,0,146
1779,559,0,52
1021,559,0,61
833,560,0,86
288,560,0,110
1469,556,0,244
1046,556,0,174
991,560,0,255
1657,553,0,163
113,546,0,100
1525,542,0,55
1310,543,0,189
298,540,0,56
216,540,0,56
1613,539,0,59
541,539,0,63
1567,537,0,59
741,527,0,99
1514,525,0,119
665,521,0,57
178,521,0,133
1374,518,0,49
1547,517,0,131
1700,514,0,65
25,509,0,76
1642,505,0,44
1274,505,0,121
1712,501,0,124
1242,501,0,190
30,497,0,51
797,495,0,56
885,493,0,125
191,494,0,101
1148,489,0,51
895,489,0,209
1191,487,0,75
1098,486,0,68
302,486,0,255
39,486,0,197
1591,483,0,210
1198,480,0,108
1842,474,0,255
533,471,0,235
666,462,0,76
113,460,0,57
739,459,0,119
526,461,0,243
933,455,0,169
966,454,0,181
897,451,0,190
607,447,0,208
1847,445,0,120
1798,443,0,83
1043,441,0,116
1844,440,0,246
1502,443,0,255
1279,439,0,199
1933,428,0,48
33,426,0,53
1317,424,0,101
1705,423,0,66
1085,423,0,116
912,422,0,241
767,417,0,51
467,415,0,55
1736,415,0,246
763,414,0,106
226,411,0,64
905,408,0,52
328,404,0,83
1517,403,0,166
662,401,0,190
522,401,0,93
245,401,0,61
565,400,0,108
209,399,0,119
1643,396,0,112
1075,397,0,255
455,393,0,148
1020,387,0,164
1457,387,0,152
546,386,0,69
234,386,0,91
751,382,0,74
1008,379,0,111
543,376,0,134
78,376,0,201
297,374,0,157
1401,366,0,98
209,362,0,85
635,358,0,143
366,358,0,82
453,357,0,232
256,355,0,215
118,352,0,109
1139,351,0,206
89,348,0,85
891,346,0,163
1193,342,0,93
1378,343,0,255
464,342,0,175
278,339,0,227
708,334,0,179
1821,333,0,255
732,332,0,255
214,329,0,158
263,329,0,188
493,327,0,142
1545,325,0,96
1618,323,0,65
1033,323,0,54
1225,323,0,224
133,321,0,113
1817,317,0,174
48,314,0,202
1424,312,0,53
1473,311,0,73
1367,310,0,81
826,311,0,99
417,310,0,166
143,310,0,51
1326,303,0,144
899,300,0,213
536,296,0,51
963,299,0,244
941,293,0,59
227,292,0,77
1900,290,0,100
549,289,0,94
613,286,0,97
522,285,0,255
1430,277,0,244
100,275,0,135
900,274,0,99
722,274,0,63
1918,268,0,55
1610,268,0,111
1614,266,0,211
727,265,0,50
580,264,0,82
297,266,0,255
1849,263,0,69
324,261,0,179
498,258,0,93
657,261,0,255
835,255,0,108
896,244,0,190
486,245,0,228
1364,242,0,180
1451,234,0,59
809,234,0,89
527,229,0,133
849,228,0,182
481,222,0,181
895,219,0,65
1157,208,0,91
348,206,0,140
1374,204,0,57
725,200,0,59
1266,198,0,255
27,196,0,53
1008,192,0,116
152,189,0,95
90,189,0,79
1101,185,0,254
403,181,0,107
684,181,0,191
1886,177,0,110
480,177,0,74
1749,172,0,255
1941,170,0,236
1596,167,0,69
840,166,0,71
247,167,0,245
1815,163,0,81
1871,162,0,196
738,161,0,52
633,161,0,62
1825,161,0,249
1778,158,0,252
1582,158,0,238
1792,157,0,237
398,156,0,124
1822,152,0,69
777,157,0,238
274,160,0,61
103,152,0,212
855,149,0,66
1882,146,0,214
900,142,0,84
1670,139,0,117
1329,138,0,76
1108,138,0,139
1038,136,0,73
1808,131,0,220
1305,128,0,58
1815,127,0,73
1726,127,0,70
714,128,0,95
1824,127,0,219
745,127,0,186
219,126,0,117
159,127,0,155
423,124,0,65
1734,122,0,97
1060,121,0,90
1770,117,0,154
1706,118,0,183
435,117,0,94
711,116,0,169
1812,116,0,255
1877,115,0,128
1153,113,0,188
1783,110,0,196
1460,106,0,194
1026,105,0,55
572,105,0,63
1801,103,0,124
1844,102,0,116
1161,102,0,57
1103,117,0,255
573,99,0,113
361,97,0,103
797,96,0,223
1798,94,0,90
916,92,0,54
1191,89,0,204
689,89,0,237
1256,87,0,59
983,88,0,152
710,82,0,69
1392,80,0,86
391,83,0,255
1423,79,0,83
493,79,0,82
1704,77,0,86
265,75,0,198
1264,71,0,51
1512,71,0,86
1462,68,0,130
207,68,0,199
192,67,0,202
1465,65,0,66
1122,65,0,77
876,64,0,105
1890,62,0,111
888,61,0,84
322,63,0,255
1535,56,0,141
1138,55,0,57
1738,54,0,144
841,53,0,115
1854,52,0,249
1171,51,0,66
700,52,0,255
36,48,0,142
217,48,0,254
1182,45,0,158
1783,44,0,183
1557,37,0,91
543,35,0,58
775,30,0,192
1106,29,0,63
1459,23,0,194
455,21,0,85
517,19,0,254
1420,14,0,63
1151,14,0,244
1860,12,0,49
1506,10,0,113
361,10,0,236
762,9,0,83
892,7,0,65
41,3,0,61
