1942,640,0,66
1987,637,0,98
2089,635,0,76
554,635,0,211
1983,633,0,233
722,633,0,142
1855,630,0,52
496,628,0,128
1682,627,0,136
540,626,0,152
186,625,0,170
423,623,0,91
1882,620,0,230
44,619,0,55
1626,618,0,124
747,618,0,116
1108,618,0,132
346,618,0,188
943,615,0,145
964,613,0,255
1795,611,0,80
1572,630,1,255
1334,608,0,192
678,605,0,135
1573,603,0,79
1382,596,0,75
506,594,0,61
138,593,0,55
1048,589,0,81
1550,584,0,255
797,582,0,77
392,582,0,109
773,580,0,255
855,576,0,78
1113,576,0,198
177,570,0,123
1171,571,0,242
569,569,0,255
593,564,0,146
251,560,0,69
823,558,0,58
1538,555,0,65
750,556,0,75
1701,555,0,76
1113,552,0,80
1500,551,0,117
893,553,0,255
1766,547,0,51
1634,548,0,58
738,544,0,214
141,544,0,113
1053,539,0,86
1953,537,0,242
219,535,0,148
229,531,0,63
775,529,0,107
1107,525,0,163
733,524,0,155
112,523,0,53
1947,523,0,149
1028,521,0,72
1593,520,0,226
36,519,0,87
108,517,0,236
1064,514,0,148
613,514,0,113
326,512,0,52
437,504,0,75
381,505,0,62
1106,503,0,61
215,502,0,53
1755,497,0,91
1758,495,0,197
952,494,0,52
1530,493,0,158
1605,493,0,255
2020,491,0,84
662,490,0,86
481,491,0,255
731,483,0,59
192,484,0,199
522,482,0,239
2079,479,0,65
914,479,0,171
1341,477,0,70
1971,471,0,54
1206,472,0,93
393,471,0,196
656,467,0,100
546,475,0,80
286,463,0,161
1439,461,0,255
1289,460,0,254
1053,458,0,57
20,450,0,83
996,453,0,238
442,448,0,125
178,448,0,196
496,446,0,95
678,438,0,66
202,437,0,62
1106,433,0,67
688,431,0,71
24,430,0,61
938,430,0,77
966,427,0,157
59,424,0,191
1230,420,0,59
935,420,0,146
1292,418,0,111
622,416,0,83
147,414,0,54
811,410,0,92
1733,407,0,54
1248,406,0,71
2056,405,0,69
275,403,0,71
1491,402,0,62
1720,400,0,221
648,403,0,255
535,399,0,178
1872,399,0,255
1011,397,0,207
739,396,0,78
914,396,0,221
483,394,0,174
470,393,0,188
1331,392,0,146
1996,390,0,88
932,389,0,55
2100,386,0,189
586,387,0,255
1274,384,0,76
1930,383,0,56
1897,383,0,236
1939,381,0,226
1910,381,0,222
1177,380,0,123
331,380,0,114
1981,378,0,184
2045,378,0,229
1797,376,0,94
492,376,0,254
1936,374,0,55
2066,371,0,126
1364,368,0,189
18,367,0,69
1080,365,0,84
1606,364,0,169
1990,362,0,200
922,363,0,253
1090,362,0,68
1847,360,0,57
1048,356,0,67
1922,356,0,205
1854,354,0,78
1828,353,0,160
1927,352,0,60
1300,351,0,62
1936,350,0,168
1886,347,0,144
1543,346,0,70
703,345,0,69
1571,343,0,66
1923,342,0,254
1897,339,0,179
988,340,0,175
758,341,0,254
619,339,0,221
1343,336,0,52
1982,334,0,103
194,333,0,54
1913,331,0,100
1605,329,0,99
1352,329,0,129
1650,328,0,69
551,327,0,163
1950,326,0,54
1607,326,0,53
2077,323,0,90
1909,324,0,73
976,322,0,67
134,321,0,56
386,319,0,108
1823,317,0,70
801,317,0,118
1091,313,0,52
1669,312,0,114
441,312,0,150
818,310,0,177
335,306,0,67
1323,304,0,227
923,302,0,107
37,301,0,216
116,294,0,63
1851,293,0,118
1688,294,0,72
930,292,0,70
1598,290,0,163
773,289,0,211
1988,286,0,89
104,283,0,120
1955,280,0,232
1891,280,0,156
5,278,0,68
618,276,0,52
1640,274,0,91
487,272,0,255
1261,270,0,255
463,263,0,68
1433,263,0,191
17,260,0,192
523,259,0,70
879,256,0,163
1210,254,0,182
577,252,0,81
442,252,0,71
774,250,0,60
1395,249,0,60
212,248,0,52
1288,248,0,129
847,245,0,57
1505,244,0,70
394,242,0,114
11,237,0,55
1589,237,0,208
34,236,0,187
698,234,0,159
835,231,0,238
453,231,0,173
1513,227,0,54
1346,227,0,75
23,228,0,240
737,225,0,69
678,225,0,193
905,224,0,83
452,220,0,54
256,221,0,81
197,220,0,68
801,219,0,67
1594,215,0,76
149,215,0,207
413,214,0,50
233,214,0,208
123,219,0,255
1043,211,0,73
1143,209,0,215
2032,208,0,170
1264,207,0,232
965,206,0,57
1269,205,0,53
398,206,0,157
45,204,0,200
1648,201,0,164
876,200,0,52
1427,200,0,236
59,193,0,132
433,189,0,120
332,189,0,222
1237,189,0,233
79,187,0,62
92,184,0,67
474,183,0,137
161,184,0,255
1021,178,0,108
974,177,0,58
1269,175,0,103
1981,172,0,219
1956,166,0,60
21,166,0,65
919,159,0,54
1312,159,0,231
158,159,0,107
711,159,0,238
410,157,0,67
1557,154,0,84
116,153,0,200
78,150,0,137
913,144,0,198
804,147,0,248
664,145,0,155
1048,142,0,67
457,142,0,126
327,142,0,96
29,142,0,187
1342,142,0,222
1110,140,0,70
1375,139,0,77
68,137,0,65
389,132,0,45
1456,131,0,72
802,134,0,255
746,128,0,65
1434,126,0,173
774,115,0,219
1815,113,0,105
1547,111,0,70
1725,111,0,197
1537,111,0,251
115,109,0,255
57,108,0,67
314,103,0,114
762,99,0,104
486,94,0,59
1511,93,0,52
379,94,0,80
458,88,0,64
258,88,0,159
1095,85,0,53
574,85,0,160
712,85,0,254
488,83,0,79
886,80,0,80
1571,82,0,255
1403,80,0,116
581,73,0,75
553,70,0,84
2095,75,0,187
501,69,0,67
584,68,0,119
2077,73,0,22
1172,63,0,119
1112,63,0,78
738,62,0,55
517,63,0,180
377,62,0,116
1216,59,0,246
1955,55,0,255
1882,52,0,56
1108,55,0,238
992,52,0,72
328,51,0,55
1143,46,0,60
88,40,0,80
1154,43,0,243
945,40,0,229
1159,37,0,171
1288,31,0,138
1898,30,0,172
1135,25,0,57
875,24,0,63
38,23,0,62
1429,21,0,156
1233,18,0,147
1418,18,0,255
182,16,0,199
1443,15,0,220
155,11,0,50
734,1,0,189
463,1,0,217
