969,1243,0,94
1157,1238,0,181
800,1239,0,248
1233,1229,0,53
606,1230,0,246
1580,1225,0,187
972,1225,0,244
1602,1222,0,145
629,1220,0,239
488,1219,0,255
1625,1217,0,60
743,1215,0,51
184,1212,0,242
1806,1208,0,104
2013,1208,0,255
1928,1206,0,84
648,1207,0,216
1309,1204,0,144
1796,1200,0,54
50,1199,0,186
1513,1198,0,66
1107,1198,0,85
813,1198,0,54
1440,1197,0,143
1757,1193,0,252
576,1189,0,55
1993,1190,0,253
1610,1187,0,51
1226,1182,0,70
205,1183,0,243
1656,1178,0,75
1272,1179,0,144
1950,1178,0,108
1585,1176,0,59
50,1174,0,68
569,1172,0,58
1819,1170,0,83
1428,1169,0,179
1678,1167,0,56
1139,1167,0,89
148,1164,0,65
227,1163,0,101
753,1165,0,248
997,1160,0,60
1058,1157,0,107
257,1159,0,183
1754,1155,0,77
361,1154,0,66
480,1153,0,51
1372,1152,0,255
643,1146,0,153
377,1147,0,239
371,1138,0,158
113,1136,0,77
2082,1134,0,69
238,1130,0,49
52,1129,0,57
2021,1125,0,69
1289,1125,0,68
1742,1123,0,86
34,1122,0,89
1479,1120,0,84
23,1120,0,175
1387,1119,0,106
526,1117,0,175
717,1118,0,249
259,1114,0,186
1989,1114,0,70
1238,1114,0,78
607,1113,0,79
237,1113,0,52
144,1113,0,178
1385,1114,0,247
29,1113,0,93
1548,1110,0,61
1533,1112,0,244
1353,1110,0,62
1837,1109,0,242
1714,1106,0,77
58,1105,0,65
1374,1102,0,255
168,1101,0,53
1662,1097,0,84
890,1097,0,201
906,1093,0,57
338,1089,0,80
1166,1088,0,63
215,1089,0,255
668,1085,0,233
749,1084,0,73
239,1081,0,88
1437,1077,0,195
1028,1077,0,230
911,1072,0,73
292,1071,0,86
1594,1067,0,217
1929,1061,0,92
300,1065,0,255
628,1059,0,53
1394,1056,0,100
524,1056,0,121
1106,1052,0,63
653,1047,0,120
136,1048,0,69
74,1047,0,78
69,1048,0,119
919,1045,0,69
403,1044,0,254
1539,1042,0,78
686,1041,0,51
379,1041,0,88
1017,1039,0,244
22,1039,0,80
693,1031,0,65
1579,1030,0,147
1104,1027,0,113
635,1027,0,152
412,1027,0,85
1316,1024,0,160
1184,1022,0,70
837,1020,0,182
1354,1018,0,51
582,1018,0,142
498,1016,0,255
999,1014,0,55
241,1013,0,147
1012,1011,0,136
431,1011,0,88
80,1007,0,132
188,1006,0,175
803,1001,0,132
1294,997,0,165
1254,996,0,70
570,988,0,81
224,984,0,64
316,984,0,212
1216,982,0,85
89,982,0,130
2068,980,0,90
1912,982,0,255
1686,980,0,61
1434,984,0,230
1357,978,0,113
788,978,0,62
1284,975,0,242
254,973,0,70
1008,970,0,69
711,968,0,108
1926,966,0,86
529,967,0,108
31,967,0,183
255,963,0,57
54,963,0,51
1331,963,0,183
778,962,0,131
1634,960,0,53
905,960,0,93
1047,960,0,65
1396,957,0,84
1361,957,0,61
183,956,0,176
1262,952,0,169
1136,952,0,180
2061,950,0,212
1852,950,0,238
1788,947,0,71
1844,947,0,59
1660,946,0,134
1389,946,0,89
933,946,0,69
545,946,0,91
257,946,0,93
21,946,0,48
174,946,0,198
422,943,0,189
1732,940,0,190
1422,936,0,62
1732,936,0,128
2023,933,0,128
1640,929,0,51
79,928,0,69
416,926,0,77
522,924,0,103
1433,925,0,243
631,919,0,227
1944,916,0,169
635,917,0,60
1328,915,0,80
379,915,0,85
102,914,0,229
1383,908,0,76
943,907,0,190
453,907,0,215
1064,905,0,67
924,904,0,56
1266,913,0,255
103,903,0,71
643,901,0,138
339,901,0,71
696,900,0,184
117,900,0,192
1950,900,0,67
1829,899,0,115
1066,893,0,91
956,894,0,72
1021,891,0,119
985,891,0,64
969,887,0,212
834,883,0,69
701,880,0,81
151,881,0,212
278,880,0,255
782,879,0,75
929,877,0,182
836,876,0,236
606,875,0,62
1618,874,0,100
1786,876,0,255
1713,872,0,77
1507,872,0,125
502,871,0,53
841,872,0,229
494,867,0,64
1758,866,0,243
1123,866,0,66
757,865,0,78
1940,863,0,88
1477,863,0,61
107,861,0,59
852,858,0,219
351,857,0,87
1401,857,0,198
302,854,0,227
257,853,0,59
1653,852,0,64
1766,850,0,61
2026,849,0,84
428,850,0,247
1030,843,0,134
709,843,0,77
1559,839,0,82
814,837,0,145
568,835,0,88
1556,834,0,124
1208,834,0,255
408,826,0,72
1094,826,0,143
1026,825,0,115
294,822,0,85
137,820,0,232
6,817,0,55
1067,816,0,68
303,811,0,55
1659,806,0,165
1749,804,0,104
1211,807,0,255
468,803,0,107
1261,801,0,142
128,798,0,51
46,796,0,72
328,794,0,60
1644,794,0,253
129,793,0,55
981,790,0,79
1634,786,0,152
233,786,0,51
125,784,0,61
241,783,0,201
36,778,0,60
479,777,0,82
340,773,0,184
219,772,0,53
1650,772,0,228
1503,772,0,161
579,768,0,240
1795,764,0,118
81,762,0,83
1823,753,0,133
1111,752,0,101
1739,747,0,64
1119,748,0,196
789,747,0,219
222,742,0,141
1467,739,0,98
1689,739,0,96
1437,738,0,176
782,738,0,243
1305,734,0,61
909,734,0,51
1718,730,0,106
1390,728,0,60
976,728,0,96
24,725,0,105
1396,722,0,88
856,722,0,194
24,717,0,108
1152,715,0,138
1120,713,0,176
1182,712,0,158
18,711,0,88
245,707,0,252
34,705,0,179
96,703,0,91
1868,701,0,86
727,699,0,63
144,696,0,54
1252,696,0,94
1756,695,0,196
601,693,0,65
492,691,0,95
995,686,0,85
51,685,0,68
777,684,0,74
1131,685,0,240
815,682,0,87
33,682,0,145
715,679,0,120
1467,678,0,185
903,679,0,142
515,678,0,65
1289,677,0,94
1125,674,0,83
87,673,0,51
375,673,0,183
798,670,0,54
572,666,0,127
1985,665,0,255
1500,662,0,56
1671,665,0,255
794,661,0,108
492,658,0,68
983,657,0,59
1278,654,0,250
534,650,0,157
410,651,0,87
634,650,0,59
1227,648,0,133
384,648,0,68
712,647,0,215
11,641,0,58
1217,641,0,90
877,641,0,117
